date,polyclinic,total_attendance,elderly_attendance,chronic_disease_consultations,medication_refills
2024-09-12,Clementi,191,107,46,81
2024-09-12,Geylang,213,59,56,156
2024-09-12,Hougang,116,35,34,63
2024-09-12,Jurong,220,97,64,117
2024-09-12,Kallang,72,31,12,49
2024-09-12,Marine Parade,197,72,56,83
2024-09-12,Pasir Ris,189,84,49,104
2024-09-12,Punggol,176,97,52,93
2024-09-12,Queenstown,267,126,73,174
2024-09-12,Sembawang,142,78,42,88
2024-09-12,Sengkang,212,82,46,138
2024-09-12,Tampines,160,66,40,102
2024-09-12,Toa Payoh,247,108,70,100
2024-09-12,Woodlands,223,90,59,122
2024-09-12,Yishun,257,109,54,139
2024-09-13,Ang Mo Kio,245,95,61,142
2024-09-13,Bedok,250,112,47,125
2024-09-13,Bukit Batok,200,67,28,105
2024-09-13,Clementi,186,66,53,70
2024-09-13,Geylang,161,77,34,77
2024-09-13,Hougang,165,73,39,87
2024-09-13,Jurong,224,97,41,136
2024-09-13,Kallang,135,69,42,77
2024-09-13,Marine Parade,253,82,61,137
2024-09-13,Pasir Ris,198,80,49,117
2024-09-13,Punggol,206,108,30,163
2024-09-13,Queenstown,182,71,57,120
2024-09-13,Sembawang,226,118,54,156
2024-09-13,Sengkang,136,60,37,97
2024-09-13,Tampines,235,98,55,133
2024-09-13,Toa Payoh,183,49,61,128
2024-09-13,Woodlands,212,102,60,106
2024-09-13,Yishun,231,121,49,103
2024-09-14,Ang Mo Kio,99,38,18,57
2024-09-14,Bedok,117,46,26,69
2024-09-14,Bukit Batok,161,48,42,82
2024-09-14,Clementi,139,54,37,85
2024-09-14,Geylang,183,72,40,126
2024-09-14,Hougang,151,73,36,70
2024-09-14,Jurong,218,74,41,146
2024-09-14,Kallang,106,38,27,62
2024-09-14,Marine Parade,127,70,31,64
2024-09-14,Pasir Ris,174,57,42,88
2024-09-14,Punggol,147,59,36,90
2024-09-14,Queenstown,168,79,33,89
2024-09-14,Sembawang,172,55,47,117
2024-09-14,Sengkang,82,29,23,47
2024-09-14,Tampines,125,60,38,66
2024-09-14,Toa Payoh,201,44,35,111
2024-09-14,Woodlands,128,47,28,67
2024-09-14,Yishun,132,45,37,79
2024-09-15,Ang Mo Kio,132,51,40,72
2024-09-15,Bedok,95,28,22,61
2024-09-15,Bukit Batok,170,96,48,86
2024-09-15,Clementi,132,24,30,71
2024-09-15,Geylang,59,36,13,22
2024-09-15,Hougang,130,73,44,78
2024-09-15,Jurong,143,74,34,92
2024-09-15,Kallang,169,49,55,86
2024-09-15,Marine Parade,117,47,34,78
2024-09-15,Pasir Ris,138,59,41,82
2024-09-15,Punggol,111,37,32,57
2024-09-15,Queenstown,85,31,20,58
2024-09-15,Sembawang,88,38,27,45
2024-09-15,Sengkang,142,26,41,96
2024-09-15,Tampines,139,37,39,79
2024-09-15,Toa Payoh,50,23,15,36
2024-09-15,Woodlands,95,19,21,61
2024-09-15,Yishun,107,25,30,60
2024-09-16,Ang Mo Kio,231,92,55,137
2024-09-16,Bedok,182,64,35,117
2024-09-16,Bukit Batok,262,91,89,167
2024-09-16,Clementi,212,98,63,117
2024-09-16,Geylang,227,114,52,136
2024-09-16,Hougang,161,56,37,82
2024-09-16,Jurong,196,84,53,101
2024-09-16,Kallang,169,81,37,115
2024-09-16,Marine Parade,163,71,46,54
2024-09-16,Pasir Ris,243,128,56,154
2024-09-16,Punggol,158,68,58,60
2024-09-16,Queenstown,174,83,54,80
2024-09-16,Sembawang,168,57,36,98
2024-09-16,Sengkang,128,47,26,75
2024-09-16,Tampines,164,62,32,114
2024-09-16,Toa Payoh,183,73,44,109
2024-09-16,Woodlands,200,96,47,105
2024-09-16,Yishun,202,68,49,99
2024-09-17,Ang Mo Kio,252,81,78,149
2024-09-17,Bedok,242,78,36,105
2024-09-17,Bukit Batok,325,110,99,152
2024-09-17,Clementi,208,90,81,118
2024-09-17,Geylang,164,71,33,105
2024-09-17,Hougang,197,63,54,120
2024-09-17,Jurong,238,134,53,133
2024-09-17,Kallang,132,59,28,83
2024-09-17,Marine Parade,258,85,58,180
2024-09-17,Pasir Ris,235,108,54,107
2024-09-17,Punggol,164,49,45,103
2024-09-17,Queenstown,170,60,46,96
2024-09-17,Sembawang,170,101,37,113
2024-09-17,Sengkang,219,54,47,149
2024-09-17,Tampines,193,48,52,104
2024-09-17,Toa Payoh,221,147,59,146
2024-09-17,Woodlands,187,53,56,100
2024-09-17,Yishun,188,108,43,135
2024-09-18,Ang Mo Kio,219,75,58,115
2024-09-18,Bedok,245,128,61,179
2024-09-18,Bukit Batok,208,102,82,176
2024-09-18,Clementi,190,81,37,129
2024-09-18,Geylang,219,70,67,125
2024-09-18,Hougang,173,76,39,103
2024-09-18,Jurong,287,97,81,155
2024-09-18,Kallang,151,59,58,102
2024-09-18,Marine Parade,223,77,51,100
2024-09-18,Pasir Ris,289,123,74,179
2024-09-18,Punggol,304,130,73,237
2024-09-18,Queenstown,193,44,33,112
2024-09-18,Sembawang,214,103,43,123
2024-09-18,Sengkang,159,81,49,126
2024-09-18,Tampines,217,127,46,134
2024-09-18,Toa Payoh,146,66,38,51
2024-09-18,Woodlands,255,123,56,160
2024-09-18,Yishun,125,40,41,60
2024-09-19,Ang Mo Kio,200,52,53,131
2024-09-19,Bedok,236,105,75,128
2024-09-19,Bukit Batok,147,50,26,89
2024-09-19,Clementi,193,86,32,115
2024-09-19,Geylang,260,118,40,155
2024-09-19,Hougang,163,65,37,126
2024-09-19,Jurong,204,88,50,132
2024-09-19,Kallang,189,90,43,139
2024-09-19,Marine Parade,224,86,65,145
2024-09-19,Pasir Ris,241,98,57,147
2024-09-19,Punggol,174,86,56,114
2024-09-19,Queenstown,270,138,63,184
2024-09-19,Sembawang,135,56,25,79
2024-09-19,Sengkang,128,65,29,88
2024-09-19,Tampines,196,42,44,107
2024-09-19,Toa Payoh,199,109,66,114
2024-09-19,Woodlands,136,44,37,80
2024-09-19,Yishun,121,42,38,76
2024-09-20,Ang Mo Kio,202,72,45,132
2024-09-20,Bedok,207,98,57,124
2024-09-20,Bukit Batok,219,74,54,160
2024-09-20,Clementi,200,75,52,96
2024-09-20,Geylang,211,120,44,132
2024-09-20,Hougang,198,78,48,132
2024-09-20,Jurong,145,67,36,61
2024-09-20,Kallang,218,89,44,134
2024-09-20,Marine Parade,134,44,33,57
2024-09-20,Pasir Ris,142,42,36,91
2024-09-20,Punggol,155,47,39,94
2024-09-20,Queenstown,164,95,42,95
2024-09-20,Sembawang,180,90,49,76
2024-09-20,Sengkang,165,58,41,109
2024-09-20,Tampines,146,57,48,88
2024-09-20,Toa Payoh,165,43,37,81
2024-09-20,Woodlands,180,81,45,99
2024-09-20,Yishun,110,53,25,67
2024-09-21,Ang Mo Kio,108,38,23,50
2024-09-21,Bedok,108,43,28,57
2024-09-21,Bukit Batok,97,35,28,49
2024-09-21,Clementi,140,46,42,76
2024-09-21,Geylang,163,81,53,75
2024-09-21,Hougang,91,47,27,48
2024-09-21,Jurong,50,20,8,25
2024-09-21,Kallang,146,63,48,82
2024-09-21,Marine Parade,105,51,28,59
2024-09-21,Pasir Ris,141,51,40,108
2024-09-21,Punggol,114,50,19,56
2024-09-21,Queenstown,159,62,30,95
2024-09-21,Sembawang,170,43,57,111
2024-09-21,Sengkang,160,63,53,111
2024-09-21,Tampines,127,60,27,72
2024-09-21,Toa Payoh,191,83,54,136
2024-09-21,Woodlands,159,50,52,103
2024-09-21,Yishun,160,64,48,126
2024-09-22,Ang Mo Kio,126,63,31,50
2024-09-22,Bedok,90,39,27,59
2024-09-22,Bukit Batok,166,109,45,95
2024-09-22,Clementi,135,76,25,97
2024-09-22,Geylang,140,44,24,104
2024-09-22,Hougang,109,44,21,86
2024-09-22,Jurong,143,37,32,105
2024-09-22,Kallang,105,38,32,66
2024-09-22,Marine Parade,97,40,23,58
2024-09-22,Pasir Ris,173,73,42,101
2024-09-22,Punggol,177,58,25,102
2024-09-22,Queenstown,153,54,34,86
2024-09-22,Sembawang,139,37,39,46
2024-09-22,Sengkang,158,68,43,64
2024-09-22,Tampines,150,51,49,95
2024-09-22,Toa Payoh,98,22,21,66
2024-09-22,Woodlands,180,75,45,102
2024-09-22,Yishun,139,72,32,92
2024-09-23,Ang Mo Kio,173,86,48,120
2024-09-23,Bedok,294,41,84,190
2024-09-23,Bukit Batok,222,94,58,140
2024-09-23,Clementi,245,118,60,142
2024-09-23,Geylang,201,72,68,95
2024-09-23,Hougang,237,112,52,149
2024-09-23,Jurong,263,96,83,187
2024-09-23,Kallang,164,47,42,78
2024-09-23,Marine Parade,54,18,19,29
2024-09-23,Pasir Ris,218,102,54,123
2024-09-23,Punggol,261,105,64,177
2024-09-23,Queenstown,148,40,24,97
2024-09-23,Sembawang,191,92,48,88
2024-09-23,Sengkang,182,89,43,130
2024-09-23,Tampines,177,83,28,102
2024-09-23,Toa Payoh,180,46,55,96
2024-09-23,Woodlands,162,85,41,109
2024-09-23,Yishun,114,36,40,78
2024-09-24,Ang Mo Kio,146,61,29,107
2024-09-24,Bedok,86,36,22,42
2024-09-24,Bukit Batok,186,81,29,87
2024-09-24,Clementi,192,60,43,114
2024-09-24,Geylang,154,61,40,104
2024-09-24,Hougang,137,46,38,61
2024-09-24,Jurong,205,82,24,112
2024-09-24,Kallang,216,81,48,132
2024-09-24,Marine Parade,249,112,52,113
2024-09-24,Pasir Ris,225,63,50,139
2024-09-24,Punggol,257,135,65,141
2024-09-24,Queenstown,139,82,32,92
2024-09-24,Sembawang,209,73,46,96
2024-09-24,Sengkang,256,99,82,142
2024-09-24,Tampines,185,53,43,88
2024-09-24,Toa Payoh,220,90,71,99
2024-09-24,Woodlands,260,78,69,126
2024-09-24,Yishun,210,31,45,128
2024-09-25,Ang Mo Kio,287,53,71,157
2024-09-25,Bedok,104,29,23,67
2024-09-25,Bukit Batok,204,54,32,130
2024-09-25,Clementi,190,106,44,135
2024-09-25,Geylang,227,109,61,146
2024-09-25,Hougang,85,31,18,61
2024-09-25,Jurong,149,55,43,93
2024-09-25,Kallang,208,106,54,113
2024-09-25,Marine Parade,135,60,28,77
2024-09-25,Pasir Ris,253,95,57,144
2024-09-25,Punggol,187,56,62,101
2024-09-25,Queenstown,239,71,66,147
2024-09-25,Sembawang,201,83,54,116
2024-09-25,Sengkang,191,87,36,89
2024-09-25,Tampines,208,41,34,162
2024-09-25,Toa Payoh,277,94,83,194
2024-09-25,Woodlands,223,87,62,151
2024-09-25,Yishun,232,56,81,194
2024-09-26,Ang Mo Kio,104,46,36,72
2024-09-26,Bedok,250,64,72,155
2024-09-26,Bukit Batok,238,70,46,139
2024-09-26,Clementi,181,69,40,104
2024-09-26,Geylang,166,65,29,108
2024-09-26,Hougang,213,58,67,110
2024-09-26,Jurong,259,112,77,159
2024-09-26,Kallang,228,113,78,161
2024-09-26,Marine Parade,222,58,28,130
2024-09-26,Pasir Ris,164,54,40,109
2024-09-26,Punggol,168,82,42,101
2024-09-26,Queenstown,293,122,72,191
2024-09-26,Sembawang,289,114,78,170
2024-09-26,Sengkang,194,68,43,149
2024-09-26,Tampines,172,42,44,120
2024-09-26,Toa Payoh,262,73,80,211
2024-09-26,Woodlands,165,63,31,129
2024-09-26,Yishun,125,45,36,66
2024-09-27,Ang Mo Kio,150,59,55,86
2024-09-27,Bedok,189,54,50,130
2024-09-27,Bukit Batok,169,76,37,69
2024-09-27,Clementi,222,134,42,137
2024-09-27,Geylang,265,103,47,160
2024-09-27,Hougang,274,95,71,135
2024-09-27,Jurong,195,85,49,108
2024-09-27,Kallang,222,103,63,126
2024-09-27,Marine Parade,168,100,43,96
2024-09-27,Pasir Ris,126,38,27,81
2024-09-27,Punggol,182,73,32,134
2024-09-27,Queenstown,163,69,36,92
2024-09-27,Sembawang,160,68,32,101
2024-09-27,Sengkang,194,89,55,110
2024-09-27,Tampines,218,77,68,122
2024-09-27,Toa Payoh,189,66,40,151
2024-09-27,Woodlands,224,91,50,159
2024-09-27,Yishun,172,70,61,86
2024-09-28,Ang Mo Kio,158,67,43,90
2024-09-28,Bedok,119,50,27,43
2024-09-28,Bukit Batok,111,40,21,68
2024-09-28,Clementi,113,44,40,81
2024-09-28,Geylang,160,92,39,95
2024-09-28,Hougang,103,54,35,71
2024-09-28,Jurong,189,23,69,111
2024-09-28,Kallang,222,127,64,125
2024-09-28,Marine Parade,145,30,42,49
2024-09-28,Pasir Ris,129,71,36,57
2024-09-28,Punggol,93,31,23,63
2024-09-28,Queenstown,161,47,45,108
2024-09-28,Sembawang,157,101,44,109
2024-09-28,Sengkang,205,99,45,148
2024-09-28,Tampines,125,37,25,90
2024-09-28,Toa Payoh,161,81,45,99
2024-09-28,Woodlands,151,69,33,71
2024-09-28,Yishun,123,55,26,99
2024-09-29,Ang Mo Kio,155,63,34,107
2024-09-29,Bedok,97,41,22,59
2024-09-29,Bukit Batok,157,44,26,79
2024-09-29,Clementi,170,74,39,135
2024-09-29,Geylang,184,92,39,129
2024-09-29,Hougang,151,49,36,74
2024-09-29,Jurong,115,32,34,68
2024-09-29,Kallang,107,48,26,75
2024-09-29,Marine Parade,144,36,32,69
2024-09-29,Pasir Ris,159,80,27,93
2024-09-29,Punggol,180,43,41,107
2024-09-29,Queenstown,177,80,50,116
2024-09-29,Sembawang,126,71,27,40
2024-09-29,Sengkang,76,29,17,41
2024-09-29,Tampines,145,75,39,96
2024-09-29,Toa Payoh,102,35,29,62
2024-09-29,Woodlands,156,71,40,118
2024-09-29,Yishun,121,38,19,81
2024-09-30,Ang Mo Kio,171,90,44,96
2024-09-30,Bedok,147,71,36,92
2024-09-30,Bukit Batok,230,98,47,149
2024-09-30,Clementi,241,105,67,162
2024-09-30,Geylang,180,64,65,131
2024-09-30,Hougang,197,92,40,106
2024-09-30,Jurong,137,58,36,97
2024-09-30,Kallang,189,95,53,159
2024-09-30,Marine Parade,283,155,82,144
2024-09-30,Pasir Ris,214,133,58,110
2024-09-30,Punggol,216,65,44,138
2024-09-30,Queenstown,236,75,52,107
2024-09-30,Sembawang,193,39,45,117
2024-09-30,Sengkang,112,33,27,64
2024-09-30,Tampines,192,82,31,128
2024-09-30,Toa Payoh,184,62,28,105
2024-09-30,Woodlands,225,93,58,127
2024-09-30,Yishun,196,56,48,107
2024-10-01,Ang Mo Kio,143,67,24,93
2024-10-01,Bedok,229,79,69,124
2024-10-01,Bukit Batok,169,47,42,85
2024-10-01,Clementi,160,62,39,116
2024-10-01,Geylang,246,111,59,137
2024-10-01,Hougang,198,68,42,117
2024-10-01,Jurong,156,49,46,72
2024-10-01,Kallang,148,78,34,109
2024-10-01,Marine Parade,141,57,40,71
2024-10-01,Pasir Ris,283,102,77,150
2024-10-01,Punggol,274,117,97,196
2024-10-01,Queenstown,241,73,61,136
2024-10-01,Sembawang,201,83,41,117
2024-10-01,Sengkang,195,58,56,121
2024-10-01,Tampines,240,107,39,124
2024-10-01,Toa Payoh,282,134,47,182
2024-10-01,Woodlands,158,30,52,95
2024-10-01,Yishun,210,57,40,92
2024-10-02,Ang Mo Kio,270,63,89,135
2024-10-02,Bedok,138,54,29,84
2024-10-02,Bukit Batok,156,57,33,107
2024-10-02,Clementi,225,95,68,140
2024-10-02,Geylang,208,80,44,109
2024-10-02,Hougang,207,103,57,135
2024-10-02,Jurong,144,65,33,88
2024-10-02,Kallang,227,64,58,141
2024-10-02,Marine Parade,249,86,61,153
2024-10-02,Pasir Ris,174,60,38,102
2024-10-02,Punggol,287,112,78,173
2024-10-02,Queenstown,184,73,53,109
2024-10-02,Sembawang,191,71,38,134
2024-10-02,Sengkang,177,96,46,131
2024-10-02,Tampines,190,62,57,103
2024-10-02,Toa Payoh,264,120,85,132
2024-10-02,Woodlands,247,80,32,170
2024-10-02,Yishun,199,98,50,119
2024-10-03,Ang Mo Kio,274,112,61,161
2024-10-03,Bedok,207,23,56,152
2024-10-03,Bukit Batok,197,70,53,152
2024-10-03,Clementi,223,93,51,109
2024-10-03,Geylang,201,81,30,105
2024-10-03,Hougang,257,96,32,195
2024-10-03,Jurong,155,54,46,81
2024-10-03,Kallang,101,42,29,55
2024-10-03,Marine Parade,193,54,38,109
2024-10-03,Pasir Ris,232,95,69,177
2024-10-03,Punggol,244,58,57,167
2024-10-03,Queenstown,194,46,43,72
2024-10-03,Sembawang,186,61,43,133
2024-10-03,Sengkang,133,43,25,94
2024-10-03,Tampines,256,111,67,122
2024-10-03,Toa Payoh,209,60,52,118
2024-10-03,Woodlands,170,68,48,132
2024-10-03,Yishun,227,142,59,176
2024-10-04,Ang Mo Kio,221,93,53,139
2024-10-04,Bedok,221,57,62,99
2024-10-04,Bukit Batok,235,108,75,120
2024-10-04,Clementi,150,76,29,72
2024-10-04,Geylang,210,83,54,137
2024-10-04,Hougang,227,89,57,134
2024-10-04,Jurong,201,52,57,141
2024-10-04,Kallang,231,105,46,105
2024-10-04,Marine Parade,241,97,62,149
2024-10-04,Pasir Ris,212,98,51,86
2024-10-04,Punggol,234,107,43,113
2024-10-04,Queenstown,244,124,28,157
2024-10-04,Sembawang,188,76,48,98
2024-10-04,Sengkang,232,76,66,161
2024-10-04,Tampines,156,49,39,117
2024-10-04,Toa Payoh,170,61,45,113
2024-10-04,Woodlands,226,91,53,143
2024-10-04,Yishun,50,29,12,30
2024-10-05,Ang Mo Kio,213,69,78,143
2024-10-05,Bedok,155,71,32,67
2024-10-05,Bukit Batok,98,49,19,42
2024-10-05,Clementi,137,62,34,90
2024-10-05,Geylang,180,82,43,98
2024-10-05,Hougang,166,70,34,121
2024-10-05,Jurong,149,69,34,106
2024-10-05,Kallang,84,47,12,38
2024-10-05,Marine Parade,148,51,34,80
2024-10-05,Pasir Ris,112,48,27,77
2024-10-05,Punggol,142,50,40,59
2024-10-05,Queenstown,50,12,11,31
2024-10-05,Sembawang,50,19,11,30
2024-10-05,Sengkang,73,48,18,34
2024-10-05,Tampines,144,79,26,64
2024-10-05,Toa Payoh,135,53,38,100
2024-10-05,Woodlands,167,43,32,86
2024-10-05,Yishun,167,76,52,109
2024-10-06,Ang Mo Kio,118,44,20,78
2024-10-06,Bedok,118,61,33,93
2024-10-06,Bukit Batok,154,67,37,86
2024-10-06,Clementi,130,64,23,78
2024-10-06,Geylang,81,35,18,52
2024-10-06,Hougang,114,42,32,69
2024-10-06,Jurong,193,67,42,139
2024-10-06,Kallang,127,45,34,74
2024-10-06,Marine Parade,129,42,41,75
2024-10-06,Pasir Ris,120,44,32,89
2024-10-06,Punggol,134,42,46,82
2024-10-06,Queenstown,136,55,25,80
2024-10-06,Sembawang,166,86,38,102
2024-10-06,Sengkang,183,73,52,117
2024-10-06,Tampines,116,35,35,38
2024-10-06,Toa Payoh,116,30,35,85
2024-10-06,Woodlands,114,77,36,70
2024-10-06,Yishun,192,64,45,124
2024-10-07,Ang Mo Kio,165,44,33,95
2024-10-07,Bedok,223,81,37,144
2024-10-07,Bukit Batok,263,87,87,180
2024-10-07,Clementi,147,49,34,85
2024-10-07,Geylang,78,25,17,61
2024-10-07,Hougang,211,67,48,135
2024-10-07,Jurong,181,61,40,117
2024-10-07,Kallang,130,37,26,63
2024-10-07,Marine Parade,158,77,47,99
2024-10-07,Pasir Ris,210,69,30,129
2024-10-07,Punggol,214,71,41,101
2024-10-07,Queenstown,208,84,64,108
2024-10-07,Sembawang,185,74,41,126
2024-10-07,Sengkang,261,75,59,191
2024-10-07,Tampines,216,88,57,143
2024-10-07,Toa Payoh,219,92,54,160
2024-10-07,Woodlands,186,74,60,117
2024-10-07,Yishun,196,90,51,103
2024-10-08,Ang Mo Kio,212,67,72,132
2024-10-08,Bedok,153,55,44,75
2024-10-08,Bukit Batok,336,85,99,185
2024-10-08,Clementi,159,72,36,120
2024-10-08,Geylang,129,58,30,81
2024-10-08,Hougang,225,51,58,159
2024-10-08,Jurong,223,80,39,145
2024-10-08,Kallang,293,136,90,203
2024-10-08,Marine Parade,180,73,52,79
2024-10-08,Pasir Ris,232,122,57,158
2024-10-08,Punggol,172,69,40,111
2024-10-08,Queenstown,194,45,41,154
2024-10-08,Sembawang,228,43,70,110
2024-10-08,Sengkang,244,129,62,122
2024-10-08,Tampines,164,75,31,88
2024-10-08,Toa Payoh,225,75,72,111
2024-10-08,Woodlands,50,16,13,34
2024-10-08,Yishun,179,66,44,138
2024-10-09,Ang Mo Kio,218,76,76,131
2024-10-09,Bedok,96,25,26,40
2024-10-09,Bukit Batok,224,72,69,138
2024-10-09,Clementi,118,57,37,55
2024-10-09,Geylang,159,71,45,132
2024-10-09,Hougang,244,156,61,155
2024-10-09,Jurong,171,59,44,92
2024-10-09,Kallang,71,23,21,43
2024-10-09,Marine Parade,203,65,54,155
2024-10-09,Pasir Ris,270,117,55,209
2024-10-09,Punggol,252,63,40,115
2024-10-09,Queenstown,175,85,51,110
2024-10-09,Sembawang,192,122,48,113
2024-10-09,Sengkang,174,108,49,86
2024-10-09,Tampines,142,32,34,63
2024-10-09,Toa Payoh,141,71,41,105
2024-10-09,Woodlands,126,37,27,96
2024-10-09,Yishun,203,118,57,119
2024-10-10,Ang Mo Kio,228,51,33,142
2024-10-10,Bedok,200,118,36,127
2024-10-10,Bukit Batok,234,101,71,125
2024-10-10,Clementi,241,109,74,132
2024-10-10,Geylang,140,47,27,76
2024-10-10,Hougang,183,56,45,88
2024-10-10,Jurong,196,68,47,125
2024-10-10,Kallang,179,57,38,125
2024-10-10,Marine Parade,263,91,63,112
2024-10-10,Pasir Ris,190,48,42,134
2024-10-10,Punggol,124,38,25,53
2024-10-10,Queenstown,243,103,82,121
2024-10-10,Sembawang,111,54,25,61
2024-10-10,Sengkang,273,113,80,146
2024-10-10,Tampines,163,59,46,98
2024-10-10,Toa Payoh,223,31,34,85
2024-10-10,Woodlands,181,47,60,108
2024-10-10,Yishun,210,61,40,158
2024-10-11,Ang Mo Kio,289,127,42,161
2024-10-11,Bedok,215,81,30,168
2024-10-11,Bukit Batok,158,42,39,113
2024-10-11,Clementi,225,60,39,85
2024-10-11,Geylang,185,65,51,98
2024-10-11,Hougang,248,115,52,158
2024-10-11,Jurong,266,80,63,153
2024-10-11,Kallang,182,87,53,116
2024-10-11,Marine Parade,217,74,57,102
2024-10-11,Pasir Ris,323,172,96,206
2024-10-11,Punggol,220,50,41,107
2024-10-11,Queenstown,202,75,58,101
2024-10-11,Sembawang,251,79,57,173
2024-10-11,Sengkang,225,61,68,137
2024-10-11,Tampines,92,29,21,44
2024-10-11,Toa Payoh,267,96,72,165
2024-10-11,Woodlands,235,133,66,181
2024-10-11,Yishun,235,97,62,79
2024-10-12,Ang Mo Kio,124,47,33,74
2024-10-12,Bedok,151,40,25,72
2024-10-12,Bukit Batok,194,53,40,118
2024-10-12,Clementi,84,26,23,46
2024-10-12,Geylang,198,45,46,110
2024-10-12,Hougang,139,38,30,94
2024-10-12,Jurong,130,38,46,78
2024-10-12,Kallang,161,76,39,83
2024-10-12,Marine Parade,146,48,39,85
2024-10-12,Pasir Ris,176,50,50,116
2024-10-12,Punggol,131,61,35,87
2024-10-12,Queenstown,161,65,35,86
2024-10-12,Sembawang,132,63,37,92
2024-10-12,Sengkang,178,67,61,104
2024-10-12,Tampines,122,52,33,64
2024-10-12,Toa Payoh,134,47,34,91
2024-10-12,Woodlands,130,59,23,89
2024-10-12,Yishun,124,43,33,80
2024-10-13,Ang Mo Kio,136,42,30,82
2024-10-13,Bedok,157,49,34,98
2024-10-13,Bukit Batok,137,56,16,78
2024-10-13,Clementi,169,57,46,80
2024-10-13,Geylang,85,37,21,48
2024-10-13,Hougang,169,62,36,88
2024-10-13,Jurong,106,47,24,75
2024-10-13,Kallang,50,24,13,29
2024-10-13,Marine Parade,94,21,27,58
2024-10-13,Pasir Ris,147,57,42,79
2024-10-13,Punggol,128,48,30,93
2024-10-13,Queenstown,96,19,17,64
2024-10-13,Sembawang,136,32,34,77
2024-10-13,Sengkang,159,76,59,76
2024-10-13,Tampines,74,33,22,34
2024-10-13,Toa Payoh,95,41,31,48
2024-10-13,Woodlands,143,30,34,84
2024-10-13,Yishun,191,62,54,99
2024-10-14,Ang Mo Kio,204,123,69,162
2024-10-14,Bedok,219,82,57,141
2024-10-14,Bukit Batok,219,72,46,118
2024-10-14,Clementi,253,131,103,162
2024-10-14,Geylang,160,56,38,120
2024-10-14,Hougang,236,62,58,106
2024-10-14,Jurong,229,75,50,94
2024-10-14,Kallang,237,123,51,138
2024-10-14,Marine Parade,176,66,36,86
2024-10-14,Pasir Ris,268,36,73,168
2024-10-14,Punggol,282,106,65,146
2024-10-14,Queenstown,217,71,42,114
2024-10-14,Sembawang,152,45,38,88
2024-10-14,Sengkang,227,94,43,88
2024-10-14,Tampines,147,70,42,102
2024-10-14,Toa Payoh,241,122,65,188
2024-10-14,Woodlands,214,128,46,114
2024-10-14,Yishun,190,75,44,124
2024-10-15,Ang Mo Kio,194,65,44,140
2024-10-15,Bedok,215,49,69,138
2024-10-15,Bukit Batok,231,113,69,117
2024-10-15,Clementi,146,93,31,93
2024-10-15,Geylang,281,99,65,194
2024-10-15,Hougang,210,94,51,114
2024-10-15,Jurong,183,95,43,117
2024-10-15,Kallang,151,91,40,95
2024-10-15,Marine Parade,246,86,76,110
2024-10-15,Pasir Ris,169,54,26,92
2024-10-15,Punggol,197,57,37,119
2024-10-15,Queenstown,196,73,36,109
2024-10-15,Sembawang,166,67,36,98
2024-10-15,Sengkang,134,34,37,90
2024-10-15,Tampines,180,72,40,127
2024-10-15,Toa Payoh,189,66,56,98
2024-10-15,Woodlands,207,61,58,141
2024-10-15,Yishun,135,34,35,107
2024-10-16,Ang Mo Kio,244,92,50,116
2024-10-16,Bedok,235,115,51,135
2024-10-16,Bukit Batok,202,117,51,101
2024-10-16,Clementi,142,43,44,92
2024-10-16,Geylang,182,19,37,115
2024-10-16,Hougang,217,94,39,134
2024-10-16,Jurong,151,60,31,106
2024-10-16,Kallang,216,83,68,121
2024-10-16,Marine Parade,129,65,33,73
2024-10-16,Pasir Ris,167,75,48,87
2024-10-16,Punggol,228,96,47,136
2024-10-16,Queenstown,172,90,37,129
2024-10-16,Sembawang,206,46,29,119
2024-10-16,Sengkang,266,139,68,139
2024-10-16,Tampines,179,75,54,117
2024-10-16,Toa Payoh,248,115,73,92
2024-10-16,Woodlands,155,44,29,93
2024-10-16,Yishun,127,38,31,55
2024-10-17,Ang Mo Kio,175,81,33,118
2024-10-17,Bedok,159,67,30,102
2024-10-17,Bukit Batok,184,82,40,120
2024-10-17,Clementi,242,99,54,139
2024-10-17,Geylang,136,57,38,102
2024-10-17,Hougang,265,80,69,155
2024-10-17,Jurong,260,85,76,130
2024-10-17,Kallang,194,60,29,98
2024-10-17,Marine Parade,187,101,36,100
2024-10-17,Pasir Ris,127,65,28,71
2024-10-17,Punggol,182,37,32,91
2024-10-17,Queenstown,230,34,63,145
2024-10-17,Sembawang,109,40,33,53
2024-10-17,Sengkang,172,116,45,98
2024-10-17,Tampines,176,76,50,67
2024-10-17,Toa Payoh,88,26,21,53
2024-10-17,Woodlands,114,43,28,58
2024-10-17,Yishun,173,56,47,103
2024-10-18,Ang Mo Kio,142,70,25,60
2024-10-18,Bedok,187,70,47,90
2024-10-18,Bukit Batok,244,139,60,154
2024-10-18,Clementi,94,33,20,48
2024-10-18,Geylang,167,57,29,92
2024-10-18,Hougang,147,70,39,93
2024-10-18,Jurong,248,78,65,175
2024-10-18,Kallang,155,30,33,107
2024-10-18,Marine Parade,152,53,32,88
2024-10-18,Pasir Ris,147,36,33,84
2024-10-18,Punggol,255,103,48,134
2024-10-18,Queenstown,235,84,45,142
2024-10-18,Sembawang,160,71,42,77
2024-10-18,Sengkang,289,112,33,184
